Date,Symbol,Close,High,Low,Open,Volume
2017-07-12,ABMD,144.08,145.28,142.85,143.21,183436
2017-07-13,ABMD,142.99,144.5,142.22,144.5,218631
2017-07-14,ABMD,145.07,146.06,142.7,143.3,195051
2017-07-17,ABMD,144.04,145.955,142.82,145.5,168029
2017-07-18,ABMD,144.34,145.25,143.19,143.71,218568
2017-07-19,ABMD,144.55,145.69,143.995,144.92,279274
2017-07-20,ABMD,144.3,145.21,144.06,144.8,237163
2017-07-21,ABMD,144.1,145.2,142.91,144.08,290782
2017-07-24,ABMD,147.3,147.39,143.93,144.1,217200
2017-07-25,ABMD,148.3,149.34,147.46,147.82,580889
2017-07-26,ABMD,145.08,149.11,145.02,148.56,731352
2017-07-27,ABMD,142.97,145.23,141.56,144.02,687741
2017-07-28,ABMD,146.25,147.54,142.221,143.01,375370
2017-07-31,ABMD,148.09,148.42,146.01,147.02,339038
2017-08-01,ABMD,146.78,148.91,146.61,148.85,263206
2017-08-02,ABMD,146.44,146.8,144.63,146.8,318116
2017-08-03,ABMD,147.89,147.9,144.5146,146.32,284485
2017-08-04,ABMD,151.01,151.22,148.33,148.63,397836
2017-08-07,ABMD,153.35,153.44,151.1689,151.67,249455
2017-08-08,ABMD,155.87,157.41,152.74,153.3,417593
2017-08-09,ABMD,155.85,156.89,154.71,155.1,369056
2017-08-10,ABMD,150.01,156.2,149.94,155.35,382660
2017-08-11,ABMD,151.37,152.31,149.88,150.66,218394
2017-08-14,ABMD,154.26,154.4,152.41,152.6,165916
2017-08-15,ABMD,154.51,155.29,153.55,154.73,174102
2017-08-16,ABMD,155.16,155.68,154.095,155.27,254386
2017-08-17,ABMD,153.7,156.24,153.63,155.16,125036
2017-08-18,ABMD,152.14,153.58,151.95,153.58,253695
2017-08-21,ABMD,153.32,153.69,151.93,152.15,307721
2017-08-22,ABMD,154.99,155.59,152.64,153.0,281986
2017-08-23,ABMD,152.9,154.925,152.75,154.76,215339
2017-08-24,ABMD,148.93,153.81,148.76,153.31,518920
2017-08-25,ABMD,147.67,149.67,147.1331,149.67,241826
2017-08-28,ABMD,147.9,149.12,147.67,147.8,295334
2017-08-29,ABMD,145.39,147.1,144.64,145.98,491437
2017-08-30,ABMD,147.48,147.54,144.01,145.78,441172
2017-08-31,ABMD,150.8,150.89,147.65,147.68,237878
2017-09-01,ABMD,151.06,151.59,150.1,150.85,231401
2017-09-04,ABMD,151.06,151.06,151.06,151.06,0
2017-09-05,ABMD,150.51,151.61,148.8,150.57,566240
2017-09-06,ABMD,151.61,152.16,150.14,150.92,283977
2017-09-07,ABMD,153.85,153.88,151.43,152.08,244534
2017-09-08,ABMD,156.9,157.88,153.64,153.64,218161
2017-09-11,ABMD,157.81,158.13,157.07,157.17,316973
2017-09-12,ABMD,157.91,158.28,156.5,158.28,170037
2017-09-13,ABMD,158.46,159.25,154.64,157.38,263772
2017-09-14,ABMD,158.87,159.8,157.64,158.75,257595
2017-09-15,ABMD,158.58,158.85,157.87,158.85,571195
2017-09-18,ABMD,157.9,158.83,157.23,157.93,273081
2017-09-19,ABMD,157.1,158.605,155.57,158.54,234555
2017-09-20,ABMD,157.42,157.92,156.53,157.32,191715
2017-09-21,ABMD,159.79,160.1,158.36,158.91,287244
2017-09-22,ABMD,163.96,164.6,159.51,160.01,355780
2017-09-25,ABMD,160.31,164.5174,158.71,164.2,280781
2017-09-26,ABMD,160.61,161.05,159.77,160.53,195045
2017-09-27,ABMD,163.72,163.88,161.05,161.41,253371
2017-09-28,ABMD,162.34,163.96,161.6,163.96,273790
2017-09-29,ABMD,168.6,171.0,164.42,164.68,570036
2017-10-02,ABMD,169.86,171.39,168.7,168.93,361146
2017-10-03,ABMD,168.78,170.825,167.825,170.12,334607
2017-10-04,ABMD,171.8,171.95,168.71,169.74,250462
2017-10-05,ABMD,173.65,174.14,170.75,172.31,278254
2017-10-06,ABMD,174.88,175.6,173.1,173.37,208368
2017-10-09,ABMD,173.99,175.715,173.63,175.59,219521
2017-10-10,ABMD,172.18,173.87,171.49,173.87,293859
2017-10-11,ABMD,172.66,172.9299,171.655,172.39,284881
2017-10-12,ABMD,173.0,173.595,170.6,173.59,364130
2017-10-13,ABMD,173.85,175.48,172.12,172.6,141223
2017-10-16,ABMD,170.55,172.92,170.1,171.66,295837
2017-10-17,ABMD,172.47,172.64,170.938,171.0,167995
2017-10-18,ABMD,172.95,173.75,171.91,172.97,174769
2017-10-19,ABMD,172.21,173.37,170.57,173.0,225788
2017-10-20,ABMD,174.62,175.79,172.27,173.4,209566
2017-10-23,ABMD,176.0,177.755,174.53,174.98,264493
2017-10-24,ABMD,176.71,177.11,174.49,175.8,279675
2017-10-25,ABMD,171.37,176.72,164.8,176.72,861732
2017-10-26,ABMD,179.59,180.15,170.3,177.0,1151174
2017-10-27,ABMD,181.07,183.96,180.04,182.02,676567
2017-10-30,ABMD,179.48,180.12,177.4,179.56,394338
2017-10-31,ABMD,192.92,193.95,180.12,180.12,800012
2017-11-01,ABMD,188.89,194.42,188.12,192.98,386670
2017-11-02,ABMD,190.05,193.29,189.77,189.82,365074
2017-11-03,ABMD,194.9,195.02,190.33,190.33,320979
2017-11-06,ABMD,196.55,198.29,195.14,195.18,348991
2017-11-07,ABMD,197.21,198.0,194.95,197.11,176487
2017-11-08,ABMD,196.97,197.791,192.615,193.9,379927
2017-11-09,ABMD,195.54,197.28,194.83,196.93,213486
2017-11-10,ABMD,195.21,196.2,193.59,195.53,176495
2017-11-13,ABMD,195.13,196.0,193.36,193.36,464623
2017-11-14,ABMD,193.75,196.08,193.11,195.0,344240
2017-11-15,ABMD,193.11,194.17,190.07,193.61,342547
2017-11-16,ABMD,194.91,196.48,193.36,193.79,291553
2017-11-17,ABMD,194.32,194.88,191.44,194.56,448782
2017-11-20,ABMD,195.59,200.0,195.11,200.0,409163
2017-11-21,ABMD,199.58,199.61,196.31,197.22,352850
2017-11-22,ABMD,198.86,199.75,197.01,199.7,280671
2017-11-23,ABMD,198.86,198.86,198.86,198.86,0
2017-11-24,ABMD,199.74,199.98,198.5588,199.63,85790
2017-11-27,ABMD,198.45,200.28,198.09,199.98,289165
2017-11-28,ABMD,197.33,199.0599,194.61,198.71,808604
2017-11-29,ABMD,194.15,198.82,193.0,197.86,419165
2017-11-30,ABMD,194.84,196.18,193.08,195.15,354939
2017-12-01,ABMD,194.6,195.26,189.26,195.0,353377
2017-12-04,ABMD,189.57,196.54,189.45,196.52,532458
2017-12-05,ABMD,187.96,193.03,187.34,189.2,379090
2017-12-06,ABMD,187.0,189.26,186.72,187.71,261679
2017-12-07,ABMD,187.91,190.53,187.54,187.54,355093
2017-12-08,ABMD,191.36,191.4,187.95,188.01,273136
2017-12-11,ABMD,193.43,193.84,191.08,191.36,258836
2017-12-12,ABMD,192.94,195.13,192.44,194.06,191913
2017-12-13,ABMD,193.06,193.86,191.7401,193.02,177320
2017-12-14,ABMD,188.44,194.74,188.1825,193.53,292909
2017-12-15,ABMD,188.71,191.22,188.14,189.42,391522
2017-12-18,ABMD,190.07,191.375,189.05,190.01,233650
2017-12-19,ABMD,193.89,194.01,190.705,190.91,229839
2017-12-20,ABMD,193.69,194.865,192.31,193.82,141592
2017-12-21,ABMD,190.63,195.65,190.05,194.95,198355
2017-12-22,ABMD,191.64,191.8,190.06,190.92,148693
2017-12-25,ABMD,191.64,191.64,191.64,191.64,0
2017-12-26,ABMD,189.54,191.46,189.29,191.31,128039
2017-12-27,ABMD,190.42,191.62,188.5501,189.96,237082
2017-12-28,ABMD,190.55,190.8299,189.62,190.5,127741
2017-12-29,ABMD,187.41,190.81,187.01,190.56,189698
2018-01-01,ABMD,187.41,187.41,187.41,187.41,0
2018-01-02,ABMD,192.49,193.355,188.05,188.13,233813
2018-01-03,ABMD,195.82,196.48,192.53,193.29,208882
2018-01-04,ABMD,199.25,200.14,197.274,198.0,300923
2018-01-05,ABMD,202.32,202.96,200.78,200.78,277387
2018-01-08,ABMD,207.8,211.34,204.67,208.24,387478
2018-01-09,ABMD,209.76,210.15,206.82,209.11,234945
2018-01-10,ABMD,208.14,209.76,206.541,209.57,166431
2018-01-11,ABMD,210.15,210.24,207.5,209.61,215975
2018-01-12,ABMD,215.11,216.1534,210.36,210.72,283376
2018-01-15,ABMD,215.11,215.11,215.11,215.11,0
2018-01-16,ABMD,218.09,219.11,216.0,216.69,558672
2018-01-17,ABMD,224.13,225.24,217.58,219.11,535188
2018-01-18,ABMD,225.89,228.08,224.0,224.76,332510
2018-01-19,ABMD,228.29,229.0472,226.09,227.33,179201
2018-01-22,ABMD,228.18,229.4297,226.83,229.23,245040
2018-01-23,ABMD,230.27,231.3899,227.4492,228.71,231505
2018-01-24,ABMD,232.95,233.5,228.78,231.25,331392
2018-01-25,ABMD,236.32,237.4,232.931,234.0,264776
2018-01-26,ABMD,238.89,239.1,233.505,237.3,199120
2018-01-29,ABMD,236.65,239.92,235.87,239.0,306116
2018-01-30,ABMD,235.06,237.61,219.61,233.56,488141
2018-01-31,ABMD,235.0,237.31,233.49,236.1,332713
2018-02-01,ABMD,253.13,253.88,238.0,238.0,949727
2018-02-02,ABMD,248.2,255.4225,246.61,251.1,426663
2018-02-05,ABMD,239.37,245.0,236.51,245.0,872766
2018-02-06,ABMD,232.11,242.365,227.2,232.46,916496
2018-02-07,ABMD,239.02,240.14,232.11,232.11,518816
2018-02-08,ABMD,229.5,240.39,229.23,240.0,495300
2018-02-09,ABMD,229.38,231.73,219.13,230.21,556968
2018-02-12,ABMD,233.72,235.4943,228.9892,232.15,371412
2018-02-13,ABMD,233.99,236.14,225.5,230.04,313818
2018-02-14,ABMD,255.47,256.13,236.66,237.27,1013933
2018-02-15,ABMD,261.04,262.61,255.03,259.08,536246
2018-02-16,ABMD,267.74,268.72,260.01,260.43,512495
2018-02-19,ABMD,267.74,267.74,267.74,267.74,0
2018-02-20,ABMD,270.48,273.27,264.45,267.9,475470
2018-02-21,ABMD,268.25,273.9999,267.78,271.99,515634
2018-02-22,ABMD,263.97,271.1,261.32,269.64,640131
2018-02-23,ABMD,268.45,268.57,261.24,265.01,367297
2018-02-26,ABMD,273.18,274.0,269.15,270.52,339641
2018-02-27,ABMD,271.25,273.6,269.39,273.6,214973
2018-02-28,ABMD,268.18,274.4,267.98,272.63,208097
2018-03-01,ABMD,265.71,269.9321,258.1,268.0,570935
2018-03-02,ABMD,275.13,276.21,260.0,263.13,458854
2018-03-05,ABMD,279.27,281.375,273.18,274.52,436765
2018-03-06,ABMD,281.54,285.48,276.765,280.67,541779
2018-03-07,ABMD,285.38,288.8424,277.121,277.38,467758
2018-03-08,ABMD,288.6,290.52,286.1,286.99,371094
2018-03-09,ABMD,294.52,297.45,291.085,292.62,491489
2018-03-12,ABMD,294.74,304.2802,290.5301,295.65,320092
2018-03-13,ABMD,293.17,299.2,290.12,295.73,329296
2018-03-14,ABMD,295.85,296.02,290.83,294.0,333507
2018-03-15,ABMD,294.57,297.98,293.95,297.01,359069
2018-03-16,ABMD,293.05,297.6139,289.27,295.13,570767
2018-03-19,ABMD,287.98,294.57,285.03,291.27,467836
2018-03-20,ABMD,294.01,295.83,288.55,288.87,538444
2018-03-21,ABMD,292.31,295.5,290.36,294.68,423206
2018-03-22,ABMD,286.39,291.57,285.95,289.64,383027
2018-03-23,ABMD,283.99,290.91,282.12,285.78,491287
2018-03-26,ABMD,295.4,295.75,285.05,288.03,318534
2018-03-27,ABMD,286.43,299.88,283.64,296.0,474218
2018-03-28,ABMD,282.99,286.69,276.2,286.42,456124
2018-03-29,ABMD,290.99,294.85,283.15,284.05,414802
2018-03-30,ABMD,290.99,290.99,290.99,290.99,0
2018-04-02,ABMD,279.11,291.44,276.59,291.43,609402
2018-04-03,ABMD,278.07,284.44,274.23,280.8,506364
2018-04-04,ABMD,288.53,289.23,275.39,277.93,389071
2018-04-05,ABMD,292.13,297.0,290.315,290.38,342970
2018-04-06,ABMD,286.22,294.075,282.37,290.16,335208
2018-04-09,ABMD,288.12,294.25,287.71,289.09,315599
2018-04-10,ABMD,300.28,301.17,290.26,292.6,594877
2018-04-11,ABMD,296.4,302.94,295.276,300.4,317194
2018-04-12,ABMD,296.94,299.58,295.59,297.53,320650
2018-04-13,ABMD,296.74,301.2877,293.845,298.88,268235
2018-04-16,ABMD,296.32,299.99,294.68,298.0,311971
2018-04-17,ABMD,304.43,305.77,294.28,298.06,552220
2018-04-18,ABMD,307.63,309.28,302.18,305.84,447013
2018-04-19,ABMD,306.45,307.05,303.5141,305.74,339993
2018-04-20,ABMD,305.92,307.12,302.71,306.01,272774
2018-04-23,ABMD,302.65,306.55,300.61,305.9,420408
2018-04-24,ABMD,290.93,305.49,285.0201,303.23,607671
2018-04-25,ABMD,293.2,294.26,277.01,287.0,861218
2018-04-26,ABMD,303.41,305.35,290.16,294.52,454014
2018-04-27,ABMD,301.74,306.3,297.39,304.69,458095
2018-04-30,ABMD,300.95,308.74,300.85,303.28,545351
2018-05-01,ABMD,310.5,311.6,301.69,301.69,445736
2018-05-02,ABMD,302.14,310.39,298.17,309.77,937004
2018-05-03,ABMD,335.57,341.89,307.99,310.0,1673897
2018-05-04,ABMD,349.28,352.145,328.0,335.52,746304
2018-05-07,ABMD,347.57,354.395,344.31,348.3,703396
2018-05-08,ABMD,347.38,347.6,339.75,341.84,478866
2018-05-09,ABMD,358.16,361.83,347.57,347.65,495844
2018-05-10,ABMD,368.88,371.45,358.72,358.72,497228
2018-05-11,ABMD,372.68,374.75,367.79,368.71,588678
2018-05-14,ABMD,375.67,383.325,370.0136,370.87,420663
2018-05-15,ABMD,380.35,381.225,368.14,373.01,548062
2018-05-16,ABMD,381.97,387.2133,376.98,380.21,490190
2018-05-17,ABMD,379.94,384.4,377.75,380.35,535694
2018-05-18,ABMD,384.36,388.75,380.025,381.15,876442
2018-05-21,ABMD,379.17,389.7852,378.71,387.28,641580
2018-05-22,ABMD,386.35,387.24,378.51,382.0,466269
2018-05-23,ABMD,395.52,396.47,384.2,384.6,484637
2018-05-24,ABMD,394.46,403.445,389.1,396.17,482920
2018-05-25,ABMD,394.28,398.05,392.5,396.88,388427
2018-05-28,ABMD,394.28,394.28,394.28,394.28,0
2018-05-29,ABMD,387.4,394.39,375.0,388.65,1245860
2018-05-30,ABMD,388.57,397.389,385.87,389.04,9861341
2018-05-31,ABMD,381.14,391.97,379.51,389.21,3574513
2018-06-01,ABMD,392.25,399.47,380.17,384.9,907255
